CASEID,race,sex,earn2009,bmonth,byear,afqt,region_1979,faminc1978,hgc,nsibs79
1166,BLACK,FEMALE,25404.35,11,1961,42.776,3,58120.84,13,0
1167,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1963,91.438,3,254278.7,,2
1168,BLACK,FEMALE,,1,1961,8.929,3,79916.16,12,6
1169,"NON-BLACK, NON-HISPANIC",MALE,33136.11,12,1958,53.364,3,,12,3
1170,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1961,33.971,3,,12,3
1171,"NON-BLACK, NON-HISPANIC",MALE,27613.43,3,1962,26.109,3,,12,3
1172,"NON-BLACK, NON-HISPANIC",FEMALE,22532.56,9,1959,72.62,3,,12,3
1173,"NON-BLACK, NON-HISPANIC",MALE,,1,1962,50.56,3,,,3
1174,"NON-BLACK, NON-HISPANIC",MALE,36449.72,12,1959,87.81999,3,,16,2
1175,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,6,1958,94.662,3,,19,2
1176,"NON-BLACK, NON-HISPANIC",MALE,101617.4,5,1964,62.064,3,119874.2,16,2
1177,"NON-BLACK, NON-HISPANIC",FEMALE,51360.97,6,1961,96.106,3,,16,2
1178,"NON-BLACK, NON-HISPANIC",FEMALE,54674.59,12,1962,67.83,3,,17,2
1179,"NON-BLACK, NON-HISPANIC",FEMALE,11045.37,12,1962,74.366,3,0,12,2
1180,"NON-BLACK, NON-HISPANIC",MALE,55226.86,7,1958,14.174,3,,13,2
1181,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,1,1957,64.846,3,181627.6,13,2
1182,"NON-BLACK, NON-HISPANIC",FEMALE,65167.69,6,1958,91.545,3,,18,2
1183,"NON-BLACK, NON-HISPANIC",MALE,,8,1960,94.005,3,,,2
1184,"NON-BLACK, NON-HISPANIC",FEMALE,106587.8,8,1957,90.731,3,,16,2
1185,"NON-BLACK, NON-HISPANIC",MALE,,7,1960,,3,,20,2
1186,"NON-BLACK, NON-HISPANIC",MALE,165680.6,2,1962,58.93,3,108976.6,16,2
1187,"NON-BLACK, NON-HISPANIC",FEMALE,48599.63,5,1960,86.394,3,,18,2
1188,"NON-BLACK, NON-HISPANIC",MALE,49704.17,5,1962,79.064,3,72651.05,15,2
1189,BLACK,FEMALE,79526.67,10,1958,31.096,3,30146.55,14,5
1190,BLACK,MALE,71794.91,11,1959,20.717,3,35101.36,12,5
1191,BLACK,FEMALE,44181.48,1,1961,15.64,3,36601.6,16,5
1192,BLACK,MALE,16051.13,8,1962,28.225,3,37190.07,13,5
1193,BLACK,MALE,37554.26,10,1964,32.369,3,37190.07,12,5
1194,BLACK,MALE,,2,1958,13.798,3,,12,5
1195,BLACK,FEMALE,66272.23,3,1962,70.028,3,,16,1
1196,"NON-BLACK, NON-HISPANIC",MALE,,4,1964,,0,90813.81,,4
1197,"NON-BLACK, NON-HISPANIC",MALE,,7,1964,74.129,3,,16,8
1198,"NON-BLACK, NON-HISPANIC",MALE,57229.38,12,1962,58.587,3,,14,10
1199,"NON-BLACK, NON-HISPANIC",FEMALE,14358.98,1,1958,17.116,3,22144.04,12,2
1200,"NON-BLACK, NON-HISPANIC",FEMALE,2209.074,3,1960,49.449,3,31980.99,14,1
1201,BLACK,MALE,60749.54,6,1961,23.078,3,,15,6
1202,BLACK,FEMALE,,5,1959,16.511,3,,16,6
1203,BLACK,FEMALE,22090.74,6,1960,17.864,3,0,12,6
1204,"NON-BLACK, NON-HISPANIC",MALE,34240.65,4,1961,0.349,3,0,9,5
1205,"NON-BLACK, NON-HISPANIC",MALE,27613.43,11,1962,7.028,3,,8,5
1206,BLACK,FEMALE,0,3,1961,22.441,3,14530.21,10,7
1207,BLACK,FEMALE,18777.13,7,1959,24.26,3,,13,9
1208,BLACK,FEMALE,165680.6,3,1958,82.94099,1,,20,11
1209,BLACK,FEMALE,0,2,1958,2.921,3,,16,1
1210,BLACK,FEMALE,16568.06,3,1961,0.47,3,,8,5
1211,BLACK,MALE,27613.43,1,1963,3.778,3,19485.01,8,6
1212,BLACK,FEMALE,,8,1957,3.31,3,,8,6
1213,BLACK,FEMALE,0,7,1961,2.636,3,10294.65,11,6
1214,BLACK,FEMALE,,10,1964,4.866,3,10294.65,12,6
1215,BLACK,MALE,12149.91,10,1962,14.118,3,12020.12,12,6
1216,BLACK,FEMALE,18777.13,10,1960,14.231,3,11260.91,12,4
1217,BLACK,MALE,,9,1962,5.543,3,13077.19,12,4
1218,BLACK,MALE,,10,1964,23.888,3,13077.19,13,4
1219,BLACK,MALE,,2,1962,16.449,3,10897.66,,
1220,BLACK,FEMALE,11045.37,11,1963,4.968,3,21795.32,12,7
1221,BLACK,FEMALE,6627.223,1,1960,0.899,3,17312.75,12,4
1222,BLACK,MALE,49704.17,4,1963,7.51,3,18613.2,12,4
1223,BLACK,FEMALE,,5,1964,1.552,3,18613.2,13,4
1224,BLACK,FEMALE,27061.16,2,1959,15.04,3,22158.57,13,0
1225,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1957,1.354,3,,12,6
1226,"NON-BLACK, NON-HISPANIC",FEMALE,0,1,1958,12.655,3,,10,2
1227,BLACK,FEMALE,0,10,1958,1.21,2,10897.66,11,7
1228,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1961,39.856,3,53398.52,12,4
1229,"NON-BLACK, NON-HISPANIC",MALE,86153.89,2,1962,48.703,3,53398.52,12,4
1230,"NON-BLACK, NON-HISPANIC",FEMALE,28717.96,5,1957,18.945,3,,12,3
1231,"NON-BLACK, NON-HISPANIC",FEMALE,67376.77,7,1963,86.922,3,,19,1
1232,"NON-BLACK, NON-HISPANIC",MALE,,10,1957,79.533,3,,12,3
1233,"NON-BLACK, NON-HISPANIC",FEMALE,30139.5,11,1959,36.925,3,,14,3
1234,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1961,17.52,3,,16,4
1235,"NON-BLACK, NON-HISPANIC",MALE,46390.56,3,1962,9.121,3,,12,4
1236,"NON-BLACK, NON-HISPANIC",FEMALE,7731.76,5,1963,38.073,3,,12,4
1237,"NON-BLACK, NON-HISPANIC",MALE,41972.41,6,1959,29.091,3,,12,3
1238,"NON-BLACK, NON-HISPANIC",FEMALE,68481.3,10,1957,54.782,3,,13,7
1239,"NON-BLACK, NON-HISPANIC",MALE,,6,1961,37.981,3,,12,1
1240,"NON-BLACK, NON-HISPANIC",FEMALE,53017.78,11,1963,70.563,3,90813.81,15,1
1241,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1960,8.278,3,,9,3
1242,"NON-BLACK, NON-HISPANIC",FEMALE,8836.297,4,1964,14.519,3,,11,3
1243,"NON-BLACK, NON-HISPANIC",MALE,20986.21,8,1962,51.721,3,,12,3
1244,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1964,9.604,3,,9,8
1245,"NON-BLACK, NON-HISPANIC",MALE,,1,1961,20.12,3,,,2
1246,"NON-BLACK, NON-HISPANIC",FEMALE,35345.19,10,1962,45.325,3,61753.39,12,8
1247,"NON-BLACK, NON-HISPANIC",MALE,0,11,1963,12.838,3,61753.39,,6
1248,"NON-BLACK, NON-HISPANIC",MALE,,9,1962,45.437,3,69018.5,12,1
1249,"NON-BLACK, NON-HISPANIC",MALE,40867.87,2,1958,64.562,3,,12,3
1250,"NON-BLACK, NON-HISPANIC",FEMALE,23195.28,6,1957,31.365,3,,12,4
1251,"NON-BLACK, NON-HISPANIC",FEMALE,67376.77,9,1963,36.464,3,79916.16,12,2
1252,"NON-BLACK, NON-HISPANIC",FEMALE,75329.43,1,1958,54.28,3,83548.71,16,3
1253,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,10,1963,52.948,3,94446.37,12,3
1254,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1961,57.259,3,54488.29,12,2
1255,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1962,93.903,2,54488.29,18,2
1256,"NON-BLACK, NON-HISPANIC",MALE,59645,7,1962,17.735,3,32896.4,12,2
1257,"NON-BLACK, NON-HISPANIC",MALE,29822.5,3,1964,34.121,3,65385.95,12,1
1258,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1961,62.762,3,94446.37,14,3
1259,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1958,12.013,3,45406.91,11,2
1260,"NON-BLACK, NON-HISPANIC",MALE,41972.41,11,1959,10.889,3,47223.18,9,2
1261,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1958,66.079,3,,14,2
1262,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,8,1959,83.788,3,,18,2
1263,"NON-BLACK, NON-HISPANIC",FEMALE,24299.82,11,1960,74.608,3,,12,0
1264,"NON-BLACK, NON-HISPANIC",MALE,,6,1960,71.181,3,62116.65,,2
1265,"NON-BLACK, NON-HISPANIC",MALE,828.4028,10,1957,58.315,3,27244.14,12,2
1266,"NON-BLACK, NON-HISPANIC",MALE,101617.4,7,1960,,3,58048.2,,3
1267,"NON-BLACK, NON-HISPANIC",MALE,53017.78,1,1963,59.704,3,63642.32,12,3
1268,"NON-BLACK, NON-HISPANIC",MALE,113767.3,5,1959,98.102,3,,16,2
1269,BLACK,FEMALE,,4,1960,52.426,3,,15,3
1270,BLACK,FEMALE,,6,1962,80.192,3,,16,3
1271,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1963,28.036,3,61753.39,,2
1272,"NON-BLACK, NON-HISPANIC",MALE,45948.74,5,1959,37.465,3,50358.08,12,2
1273,"NON-BLACK, NON-HISPANIC",MALE,24852.08,5,1962,68.375,3,79916.16,13,2
1274,"NON-BLACK, NON-HISPANIC",FEMALE,30374.77,8,1960,73.865,3,,15,1
1275,"NON-BLACK, NON-HISPANIC",MALE,,10,1958,0.519,3,72651.05,12,2
1276,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,10,1963,92.033,3,127139.3,13,3
1277,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1964,62.239,3,,15,5
1278,"NON-BLACK, NON-HISPANIC",MALE,0,9,1960,19.149,3,,12,5
1279,"NON-BLACK, NON-HISPANIC",FEMALE,37554.26,10,1958,81.419,3,139490,15,2
1280,"NON-BLACK, NON-HISPANIC",MALE,14358.98,9,1960,33.843,3,,12,2
1281,"NON-BLACK, NON-HISPANIC",FEMALE,9167.658,8,1963,92.277,3,,16,2
1282,"NON-BLACK, NON-HISPANIC",MALE,0,4,1964,28.888,3,,12,2
1283,"NON-BLACK, NON-HISPANIC",FEMALE,40867.87,9,1963,96.091,3,,16,2
1284,"NON-BLACK, NON-HISPANIC",MALE,,7,1962,16.366,3,79916.16,9,2
1285,"NON-BLACK, NON-HISPANIC",FEMALE,0,1,1964,25.934,3,79916.16,8,2
1286,BLACK,FEMALE,41972.41,3,1961,6.841,3,65385.95,16,2
1287,BLACK,MALE,66272.23,5,1962,7.088,3,65385.95,14,2
1288,BLACK,MALE,26508.89,4,1958,10.393,3,17436.25,14,9
1289,BLACK,MALE,33136.11,5,1963,26.637,3,17436.25,12,1
1290,BLACK,FEMALE,7179.491,4,1958,38.983,3,32228.01,14,1
1291,BLACK,MALE,883.6297,9,1962,8.107,3,37168.28,13,1
1292,BLACK,MALE,33136.11,1,1964,28.932,0,,12,4
1293,BLACK,FEMALE,38658.8,3,1959,35.191,3,,13,4
1294,BLACK,MALE,9940.834,5,1963,51.781,0,72651.05,15,4
1295,BLACK,FEMALE,,8,1964,5.19,3,14428.5,9,6
1296,"NON-BLACK, NON-HISPANIC",FEMALE,6185.408,3,1962,37.982,3,,12,0
1297,BLACK,FEMALE,,9,1957,0.532,3,,11,5
1298,BLACK,FEMALE,,1,1963,39.794,3,,,7
1299,BLACK,FEMALE,,7,1958,41.461,3,,,7
1300,"NON-BLACK, NON-HISPANIC",MALE,,10,1964,35.904,3,10897.66,12,3
1301,"NON-BLACK, NON-HISPANIC",MALE,17672.59,1,1959,27.851,3,,14,15
1302,"NON-BLACK, NON-HISPANIC",FEMALE,0,7,1962,27.097,3,,8,5
1303,"NON-BLACK, NON-HISPANIC",MALE,165680.6,1,1963,75.712,3,,16,3
1304,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1964,81.201,3,,16,3
1305,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,1,1957,41.065,3,,16,1
1306,"NON-BLACK, NON-HISPANIC",FEMALE,38658.8,10,1962,48.847,3,,12,2
1307,"NON-BLACK, NON-HISPANIC",MALE,3313.611,11,1958,20.649,3,,12,6
1308,BLACK,FEMALE,,3,1961,6.654,3,,12,4
1309,"NON-BLACK, NON-HISPANIC",MALE,,9,1961,58.331,3,,12,4
1310,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,9,1961,48.538,3,,16,4
1311,"NON-BLACK, NON-HISPANIC",MALE,27613.43,7,1957,46.54,3,,16,4
1312,"NON-BLACK, NON-HISPANIC",FEMALE,18777.13,7,1957,41.138,3,58120.84,12,3
1313,BLACK,FEMALE,14911.25,4,1961,1.521,3,,12,1
1314,BLACK,MALE,,12,1962,2.824,3,,11,1
1315,"NON-BLACK, NON-HISPANIC",MALE,344973.4,4,1964,70.51,3,145302.1,15,1
1316,"NON-BLACK, NON-HISPANIC",MALE,27613.43,10,1961,26.151,3,,9,3
1317,"NON-BLACK, NON-HISPANIC",MALE,,4,1963,26.157,3,,8,3
1318,"NON-BLACK, NON-HISPANIC",MALE,40867.87,8,1957,22.661,3,36325.53,8,1
1319,"NON-BLACK, NON-HISPANIC",MALE,43076.95,11,1962,6.629,3,50855.74,12,1
1320,"NON-BLACK, NON-HISPANIC",MALE,91676.58,12,1957,,3,72651.05,13,2
1321,"NON-BLACK, NON-HISPANIC",MALE,66272.23,3,1960,51.798,3,,13,5
1322,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1957,16.205,3,,12,3
1323,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,4,1962,85.328,3,98078.92,17,2
1324,"NON-BLACK, NON-HISPANIC",FEMALE,19881.67,8,1962,34.87,3,,15,1
1325,"NON-BLACK, NON-HISPANIC",MALE,165680.6,6,1958,82.181,3,34146,16,3
1326,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1962,55.253,3,43590.63,16,3
1327,"NON-BLACK, NON-HISPANIC",FEMALE,106035.6,8,1961,59.279,3,79189.65,12,3
1328,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1961,10.347,3,,12,3
1329,"NON-BLACK, NON-HISPANIC",MALE,0,11,1962,4.631,3,,9,9
1330,"NON-BLACK, NON-HISPANIC",MALE,0,7,1964,10.551,3,,10,8
1331,"NON-BLACK, NON-HISPANIC",MALE,,7,1961,61.304,3,,16,3
1332,"NON-BLACK, NON-HISPANIC",MALE,,2,1963,53.182,3,,18,3
1333,"NON-BLACK, NON-HISPANIC",MALE,,8,1959,0.448,3,14530.21,12,0
1334,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1958,61.893,3,,12,3
1335,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1960,22.195,3,,12,3
1336,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1960,,3,,,9
1337,"NON-BLACK, NON-HISPANIC",MALE,55226.86,9,1957,7.949,3,,8,2
1338,"NON-BLACK, NON-HISPANIC",MALE,39763.34,3,1960,66.383,0,38868.31,13,3
1339,"NON-BLACK, NON-HISPANIC",FEMALE,4738.464,8,1962,11.492,3,81732.44,12,2
1340,"NON-BLACK, NON-HISPANIC",MALE,,4,1957,25.124,3,13026.33,12,2
1341,"NON-BLACK, NON-HISPANIC",FEMALE,15191.8,11,1958,16.803,3,30825.84,12,4
1342,"NON-BLACK, NON-HISPANIC",MALE,0,8,1959,10.129,3,,9,4
1343,"NON-BLACK, NON-HISPANIC",FEMALE,,6,1961,28.553,3,,13,1
1344,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1959,67.442,3,31937.4,18,8
1345,"NON-BLACK, NON-HISPANIC",MALE,77317.59,5,1958,50.722,3,,12,3
1346,"NON-BLACK, NON-HISPANIC",MALE,,8,1962,32.361,3,,,3
1347,"NON-BLACK, NON-HISPANIC",FEMALE,82840.28,7,1961,50.056,3,65385.95,15,6
1348,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1962,90.144,3,52308.76,,0
1349,"NON-BLACK, NON-HISPANIC",MALE,58540.46,9,1961,,3,54488.29,13,2
1350,"NON-BLACK, NON-HISPANIC",MALE,26508.89,1,1963,,3,54488.29,13,2
1351,"NON-BLACK, NON-HISPANIC",MALE,23195.28,11,1963,54.619,0,54488.29,12,2
1352,"NON-BLACK, NON-HISPANIC",FEMALE,2871.796,10,1958,44.286,3,,12,2
1353,"NON-BLACK, NON-HISPANIC",MALE,0,8,1963,50.963,3,83548.71,12,1
1354,"NON-BLACK, NON-HISPANIC",MALE,106035.6,2,1957,,3,43590.63,12,2
1355,"NON-BLACK, NON-HISPANIC",MALE,,4,1958,,3,58120.84,16,2
1356,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,10,1962,87.39899,3,,16,0
1357,"NON-BLACK, NON-HISPANIC",MALE,49704.17,2,1957,5.401,3,12350.68,12,3
1358,"NON-BLACK, NON-HISPANIC",MALE,,8,1960,45.132,3,66838.97,14,3
1359,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,9,1957,61.346,3,,18,2
1360,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,2,1957,28.956,3,,12,4
1361,"NON-BLACK, NON-HISPANIC",FEMALE,2650.889,2,1964,24.454,3,36325.53,8,1
1362,"NON-BLACK, NON-HISPANIC",FEMALE,24034.73,10,1962,96.033,3,47223.18,16,1
1363,"NON-BLACK, NON-HISPANIC",MALE,0,7,1958,56.984,3,,14,1
1364,"NON-BLACK, NON-HISPANIC",MALE,,6,1963,79.925,3,,,8
1365,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1962,,3,,,3
1366,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,7,1958,36.305,3,257914.9,12,7
1367,"NON-BLACK, NON-HISPANIC",MALE,17672.59,2,1960,85.66,3,271173.7,16,7
1368,"NON-BLACK, NON-HISPANIC",MALE,32583.84,3,1961,96.899,3,272445.1,16,7
1369,"NON-BLACK, NON-HISPANIC",MALE,,4,1961,52.74,3,,12,3
1370,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1964,12.913,3,,12,3
1371,"NON-BLACK, NON-HISPANIC",MALE,,5,1960,17.148,3,,12,4
1372,"NON-BLACK, NON-HISPANIC",MALE,14358.98,2,1962,,3,,16,4
1373,"NON-BLACK, NON-HISPANIC",MALE,,6,1961,43.702,3,127139.3,,2
1374,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,3,1963,69.216,3,127139.3,16,2
1375,BLACK,FEMALE,24299.82,9,1957,27.373,3,,14,3
1376,BLACK,FEMALE,5522.686,6,1958,17.999,3,15402.02,16,5
1377,BLACK,FEMALE,9940.834,3,1960,72.864,3,21758.99,13,5
1378,BLACK,FEMALE,38658.8,12,1961,27.402,3,22667.13,15,5
1379,BLACK,MALE,62958.61,4,1964,38.627,3,15743.48,15,3
1380,BLACK,FEMALE,,12,1961,25.147,3,14530.21,,9
1381,BLACK,FEMALE,0,12,1963,3.013,3,39958.08,12,7
1382,BLACK,FEMALE,36449.72,8,1958,28.114,3,10897.66,,5
1383,BLACK,MALE,66272.23,3,1962,2.991,3,79916.16,10,9
1384,BLACK,MALE,8836.297,2,1963,13.4,3,79916.16,12,9
1385,BLACK,FEMALE,,2,1964,44.576,3,79916.16,13,4
1386,BLACK,MALE,61854.08,10,1960,24.991,3,3995.808,12,4
1387,BLACK,MALE,,5,1961,6.394,3,10534.4,12,11
1388,BLACK,FEMALE,25183.45,2,1963,3.922,3,10534.4,,11
1389,BLACK,FEMALE,73451.72,12,1963,48.443,3,,16,3
1390,BLACK,MALE,86153.89,12,1963,33.299,3,,12,3
1391,BLACK,FEMALE,,2,1958,4.819,3,30408.1,10,4
1392,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1957,0.332,3,,7,5
1393,"NON-BLACK, NON-HISPANIC",MALE,90572.04,9,1958,66.493,3,,13,3
1394,"NON-BLACK, NON-HISPANIC",FEMALE,86153.89,3,1960,67.269,3,,15,4
1395,"NON-BLACK, NON-HISPANIC",FEMALE,75108.52,5,1963,45.317,3,65385.95,20,0
1396,"NON-BLACK, NON-HISPANIC",MALE,,12,1963,49.766,3,87181.27,12,1
1397,"NON-BLACK, NON-HISPANIC",MALE,58540.46,2,1957,26.78,3,32692.97,12,7
1398,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,5,1959,26.21,3,12713.93,16,5
1399,HISPANIC,FEMALE,72899.45,6,1962,74.636,3,72651.05,14,2
1400,HISPANIC,FEMALE,22974.37,7,1962,0.144,3,27244.14,8,6
1401,HISPANIC,FEMALE,13254.45,8,1960,27.325,3,4271.882,8,4
1402,HISPANIC,FEMALE,150217,8,1963,97.237,3,72651.05,17,1
1403,HISPANIC,MALE,0,7,1960,74.155,3,,16,5
1404,HISPANIC,MALE,38658.8,12,1962,23.686,3,,14,5
1405,HISPANIC,MALE,3446.156,5,1961,,3,18162.76,9,1
1406,HISPANIC,FEMALE,,2,1961,2.946,3,13803.7,13,5
1407,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1962,,3,65385.95,,1
1408,"NON-BLACK, NON-HISPANIC",MALE,138067.1,11,1962,60.978,3,,14,3
1409,"NON-BLACK, NON-HISPANIC",FEMALE,12149.91,7,1964,33.509,3,90813.81,12,2
1410,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1961,80.35201,3,,12,2
1411,"NON-BLACK, NON-HISPANIC",FEMALE,2209.074,11,1961,45.789,3,30150.19,14,3
1412,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1962,15.238,3,,12,7
1413,HISPANIC,MALE,20986.21,2,1958,1.65,3,,11,6
1414,HISPANIC,FEMALE,,12,1959,7.282,3,4540.691,8,5
1415,HISPANIC,FEMALE,8836.297,7,1960,5.068,3,,12,10
1416,"NON-BLACK, NON-HISPANIC",FEMALE,28717.96,8,1961,20.731,3,57714,9,4
1417,"NON-BLACK, NON-HISPANIC",MALE,37554.26,5,1964,24.893,3,57714,12,4
1418,HISPANIC,MALE,56331.39,12,1964,61.57,3,87181.27,12,2
1419,HISPANIC,FEMALE,25386.68,6,1961,4.111,3,79916.16,12,2
1420,"NON-BLACK, NON-HISPANIC",MALE,,8,1962,52.88,3,18162.76,8,2
1421,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1961,69.413,3,108976.6,,2
1422,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1963,10.99,3,108976.6,,2
1423,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,3,1958,50.462,3,,12,3
1424,"NON-BLACK, NON-HISPANIC",MALE,86153.89,9,1958,,3,81732.44,12,4
1425,"NON-BLACK, NON-HISPANIC",MALE,44181.48,12,1962,77.186,3,72651.05,12,2
1426,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,1,1962,54.506,3,72651.05,12,1
1427,"NON-BLACK, NON-HISPANIC",FEMALE,115976.4,5,1964,84.30801,3,,14,2
1428,"NON-BLACK, NON-HISPANIC",MALE,,12,1959,64.81599,3,108976.6,12,2
1429,"NON-BLACK, NON-HISPANIC",MALE,,10,1957,82.219,3,176178.8,16,3
1430,"NON-BLACK, NON-HISPANIC",MALE,0,7,1960,59.004,3,181627.6,16,3
1431,"NON-BLACK, NON-HISPANIC",MALE,,11,1962,35.119,3,72651.05,,3
1432,BLACK,MALE,57435.93,10,1960,18.811,3,34146,16,2
1433,BLACK,MALE,66272.23,2,1963,36.667,3,36325.53,17,2
1434,"NON-BLACK, NON-HISPANIC",MALE,34461.56,9,1961,1.985,3,22521.83,11,5
1435,BLACK,FEMALE,24299.82,3,1960,14.857,3,,12,4
1436,BLACK,FEMALE,12149.91,1,1962,8.681,3,7148.864,11,6
1437,BLACK,FEMALE,,9,1963,8.625,3,7148.864,10,6
1438,BLACK,FEMALE,34240.65,1,1963,4.199,3,4722.318,12,2
1439,BLACK,FEMALE,0,8,1961,6.415,3,4722.318,14,2
1440,BLACK,FEMALE,,8,1962,10.283,3,0,13,6
1441,HISPANIC,FEMALE,16568.06,3,1963,4.354,3,36325.53,7,5
1442,HISPANIC,FEMALE,52465.51,2,1964,13.34,3,36325.53,12,3
1443,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,4,1963,92.83301,3,29786.93,12,2
1444,HISPANIC,FEMALE,111558.2,10,1961,53.272,3,43590.63,13,2
1445,HISPANIC,FEMALE,,9,1963,39.305,3,43590.63,,2
1446,BLACK,FEMALE,68481.3,12,1963,,3,,12,2
1447,"NON-BLACK, NON-HISPANIC",MALE,,2,1964,,3,163464.9,,0
1448,BLACK,MALE,,1,1959,4.007,3,3632.553,13,6
1449,HISPANIC,MALE,,9,1960,10.664,3,,12,8
1450,HISPANIC,MALE,35345.19,11,1961,6.269,3,,9,8
1451,HISPANIC,FEMALE,3313.611,5,1963,17.81,3,,8,8
1452,HISPANIC,MALE,,8,1964,9.502,3,,8,9
1453,"NON-BLACK, NON-HISPANIC",MALE,,9,1961,,3,42500.87,,3
1454,HISPANIC,FEMALE,,5,1964,50.481,3,50855.74,12,3
1455,"NON-BLACK, NON-HISPANIC",FEMALE,2650.889,1,1957,14.511,3,,7,7
1456,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,34.476,3,90813.81,12,2
1457,"NON-BLACK, NON-HISPANIC",MALE,,6,1958,,3,,,2
1458,"NON-BLACK, NON-HISPANIC",MALE,0,4,1959,39.235,3,,12,2
1459,"NON-BLACK, NON-HISPANIC",FEMALE,55226.86,12,1963,85.258,3,37793.08,13,8
1460,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1958,57.318,3,,,6
1461,"NON-BLACK, NON-HISPANIC",MALE,,9,1958,62.549,3,,13,4
1462,"NON-BLACK, NON-HISPANIC",MALE,2014.676,4,1957,33.171,3,,12,1
1463,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1958,39.391,3,,13,2
1464,"NON-BLACK, NON-HISPANIC",MALE,49704.17,9,1963,,3,21795.32,12,4
1465,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1964,17.597,3,62160.24,8,4
1466,"NON-BLACK, NON-HISPANIC",MALE,,8,1963,4.488,3,32874.6,12,3
1467,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1959,0.582,3,,7,9
1468,"NON-BLACK, NON-HISPANIC",MALE,45286.02,10,1957,36.634,3,144030.7,12,3
1469,"NON-BLACK, NON-HISPANIC",FEMALE,29369.64,8,1957,20.96,3,,9,3
1470,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,9,1960,64.514,3,,16,3
1471,"NON-BLACK, NON-HISPANIC",MALE,75108.52,10,1957,15.586,3,,8,4
1472,"NON-BLACK, NON-HISPANIC",FEMALE,,2,1963,15.521,3,,,1
1473,"NON-BLACK, NON-HISPANIC",MALE,58540.46,9,1960,,3,,12,3
1474,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1957,72.82899,3,,14,3
1475,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,,3,,,2
1476,"NON-BLACK, NON-HISPANIC",MALE,,10,1963,39.784,3,36325.53,13,0
1477,"NON-BLACK, NON-HISPANIC",MALE,55226.86,10,1958,48.936,3,,16,4
1478,"NON-BLACK, NON-HISPANIC",FEMALE,39763.34,4,1959,54.932,3,,,2
1479,"NON-BLACK, NON-HISPANIC",MALE,143589.8,9,1961,97.37199,3,217953.2,18,2
1480,BLACK,MALE,7146.355,3,1959,3.765,3,,12,6
1481,BLACK,MALE,86153.89,12,1957,49.641,4,,16,3
1482,BLACK,FEMALE,59645,1,1959,2.788,3,11159.2,13,1
