CASEID,race,sex,earn2009,bmonth,byear,afqt,region_1979,faminc1978,hgc,nsibs79
1483,BLACK,FEMALE,0,3,1964,4.102,3,2037.862,12,2
1484,BLACK,FEMALE,36449.72,11,1961,2.513,3,25587.7,12,1
1485,BLACK,MALE,35345.19,3,1957,3.917,3,,11,
1486,BLACK,MALE,58540.46,12,1958,33.156,3,67202.22,12,2
1487,BLACK,FEMALE,61854.08,10,1962,42.852,3,43590.63,13,3
1488,BLACK,MALE,0,9,1958,10.987,3,,12,7
1489,BLACK,FEMALE,0,9,1964,9.358999,3,16390.08,12,2
1490,BLACK,FEMALE,,9,1963,19.642,3,30731.39,12,3
1491,BLACK,FEMALE,0,11,1961,14.083,3,25427.87,13,1
1492,"NON-BLACK, NON-HISPANIC",MALE,,1,1957,82.535,3,116241.7,14,1
1493,"NON-BLACK, NON-HISPANIC",FEMALE,82840.28,7,1963,65.038,3,69018.5,12,2
1494,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1960,51.198,3,,13,3
1495,"NON-BLACK, NON-HISPANIC",FEMALE,16568.06,11,1957,19.342,3,,12,3
1496,"NON-BLACK, NON-HISPANIC",MALE,120394.5,9,1960,89.32,3,,16,1
1497,"NON-BLACK, NON-HISPANIC",FEMALE,,8,1958,95.463,3,,,1
1498,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1963,,3,,12,2
1499,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,4,1957,47.406,3,,12,2
1500,"NON-BLACK, NON-HISPANIC",MALE,,6,1959,24.715,3,69018.5,12,1
1501,"NON-BLACK, NON-HISPANIC",MALE,88362.97,1,1963,97.458,3,163464.9,17,3
1502,"NON-BLACK, NON-HISPANIC",FEMALE,27118.59,2,1964,98.242,3,163464.9,16,3
1503,"NON-BLACK, NON-HISPANIC",MALE,,2,1964,84.661,4,29060.42,20,1
1504,"NON-BLACK, NON-HISPANIC",MALE,344973.4,9,1957,93.087,3,,17,2
1505,"NON-BLACK, NON-HISPANIC",MALE,59645,9,1958,77.446,3,,15,1
1506,"NON-BLACK, NON-HISPANIC",MALE,47495.09,7,1959,88.937,3,,12,3
1507,"NON-BLACK, NON-HISPANIC",FEMALE,0,7,1961,60.833,3,72651.05,12,3
1508,"NON-BLACK, NON-HISPANIC",MALE,220.9074,5,1964,96.28899,3,72651.05,14,3
1509,"NON-BLACK, NON-HISPANIC",MALE,1435.898,8,1958,90.493,3,,17,1
1510,"NON-BLACK, NON-HISPANIC",FEMALE,29822.5,8,1963,66.956,3,43590.63,16,2
1511,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,8,1960,63.161,3,,18,2
1512,"NON-BLACK, NON-HISPANIC",FEMALE,35345.19,12,1960,80.758,3,110702,15,2
1513,"NON-BLACK, NON-HISPANIC",MALE,,11,1961,19.818,3,110792.9,12,2
1514,"NON-BLACK, NON-HISPANIC",FEMALE,56331.39,9,1959,45.16,3,159832.3,12,2
1515,"NON-BLACK, NON-HISPANIC",MALE,344973.4,2,1962,44.773,3,181627.6,12,2
1516,BLACK,FEMALE,0,2,1957,8.674,3,,12,6
1517,BLACK,FEMALE,,9,1960,3.585,3,30513.44,12,2
1518,BLACK,MALE,,11,1961,12.83,3,45043.65,12,2
1519,BLACK,FEMALE,,12,1960,47.054,3,114352.8,12,5
1520,BLACK,MALE,41972.41,2,1957,6.09,3,,12,6
1521,BLACK,MALE,60749.54,9,1960,21.457,3,51255.32,12,6
1522,BLACK,FEMALE,8836.297,3,1959,67.17599,3,,16,6
1523,BLACK,MALE,,9,1964,36.895,3,58120.84,12,6
1524,BLACK,FEMALE,6627.223,9,1961,3.263,3,25427.87,9,3
1525,"NON-BLACK, NON-HISPANIC",FEMALE,29822.5,8,1960,24.67,4,,12,2
1526,"NON-BLACK, NON-HISPANIC",MALE,,1,1958,81.26,3,,13,9
1527,BLACK,MALE,28717.96,3,1957,2.099,3,,12,6
1528,BLACK,MALE,0,11,1959,13.552,3,,12,7
1529,BLACK,FEMALE,29822.5,9,1960,35.947,3,50801.25,13,4
1530,BLACK,FEMALE,39763.34,8,1964,30.909,3,50855.74,15,4
1531,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,4,1962,44.428,3,81732.44,12,3
1532,"NON-BLACK, NON-HISPANIC",FEMALE,25404.35,2,1964,57.544,3,81732.44,12,3
1533,HISPANIC,FEMALE,0,12,1962,28.873,4,12452.39,12,4
1534,HISPANIC,FEMALE,67376.77,7,1959,27.174,4,72651.05,12,9
1535,HISPANIC,MALE,,8,1961,29.084,4,94446.37,,9
1536,HISPANIC,MALE,,10,1962,22.903,4,94446.37,10,9
1537,HISPANIC,MALE,55226.86,3,1963,,4,129725.7,12,5
1538,HISPANIC,FEMALE,93885.66,1,1962,30.59,4,16346.49,18,4
1539,"NON-BLACK, NON-HISPANIC",FEMALE,61854.08,5,1958,77.51,4,,12,3
1540,HISPANIC,FEMALE,68481.3,11,1962,48.275,4,76283.61,16,4
1541,"NON-BLACK, NON-HISPANIC",FEMALE,42414.22,11,1960,22.337,4,89553.32,12,4
1542,"NON-BLACK, NON-HISPANIC",MALE,0,12,1961,15.292,4,,10,4
1543,"NON-BLACK, NON-HISPANIC",MALE,,11,1962,19.054,4,90087.3,10,4
1544,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1961,23.388,4,,12,3
1545,"NON-BLACK, NON-HISPANIC",MALE,29822.5,11,1959,8.137,4,88997.54,12,4
1546,"NON-BLACK, NON-HISPANIC",FEMALE,31335.72,3,1960,19.853,4,,12,3
1547,"NON-BLACK, NON-HISPANIC",MALE,41972.41,1,1960,43.214,4,,11,5
1548,"NON-BLACK, NON-HISPANIC",FEMALE,6627.223,4,1961,40.716,4,,10,1
1549,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1960,30.043,4,,12,6
1550,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1959,60.577,4,71408.72,,3
1551,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,3,1958,25.797,4,83857.48,12,1
1552,"NON-BLACK, NON-HISPANIC",FEMALE,26413.9,1,1957,24.669,4,,14,3
1553,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,9,1959,79.584,4,,12,4
1554,"NON-BLACK, NON-HISPANIC",MALE,58540.46,8,1959,52.176,3,90450.56,12,4
1555,"NON-BLACK, NON-HISPANIC",MALE,39763.34,1,1961,69.185,4,19615.79,14,4
1556,"NON-BLACK, NON-HISPANIC",MALE,44616.67,11,1962,69.556,4,108613.3,12,4
1557,"NON-BLACK, NON-HISPANIC",MALE,64063.15,4,1962,19.563,4,90813.81,12,3
1558,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1963,60.233,4,90813.81,14,3
1559,"NON-BLACK, NON-HISPANIC",FEMALE,0,8,1959,25.929,4,3236.604,12,3
1560,"NON-BLACK, NON-HISPANIC",MALE,33136.11,4,1961,21.06,4,79916.16,12,1
1561,HISPANIC,MALE,,2,1964,55.967,4,145302.1,,0
1562,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1957,81.621,4,,,1
1563,"NON-BLACK, NON-HISPANIC",MALE,11045.37,8,1959,95.429,4,,18,6
1564,"NON-BLACK, NON-HISPANIC",FEMALE,15456.89,3,1960,84.972,4,,14,2
1565,"NON-BLACK, NON-HISPANIC",MALE,,9,1963,89.831,4,145302.1,18,2
1566,"NON-BLACK, NON-HISPANIC",FEMALE,48599.63,6,1960,65.249,4,,12,2
1567,"NON-BLACK, NON-HISPANIC",MALE,77317.59,8,1958,70.283,4,98442.17,14,4
1568,"NON-BLACK, NON-HISPANIC",FEMALE,,1,1961,79.707,4,98496.66,14,4
1569,"NON-BLACK, NON-HISPANIC",MALE,86153.89,5,1961,72.895,4,90813.81,16,4
1570,"NON-BLACK, NON-HISPANIC",MALE,,10,1959,59.313,0,,,4
1571,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,9,1962,77.53699,0,90813.81,13,4
1572,HISPANIC,FEMALE,,7,1957,,4,,,2
1573,HISPANIC,MALE,64063.15,7,1960,,4,,13,2
1574,"NON-BLACK, NON-HISPANIC",MALE,121499.1,12,1961,90.317,4,145302.1,16,3
1575,"NON-BLACK, NON-HISPANIC",MALE,344973.4,3,1958,33.184,4,79916.16,14,5
1576,"NON-BLACK, NON-HISPANIC",MALE,,11,1960,,4,95172.88,12,4
1577,"NON-BLACK, NON-HISPANIC",MALE,62958.61,11,1960,60.11,4,88997.54,12,4
1578,"NON-BLACK, NON-HISPANIC",MALE,38658.8,4,1962,17.678,4,105344,12,4
1579,"NON-BLACK, NON-HISPANIC",FEMALE,0,10,1961,14.602,4,116241.7,12,1
1580,"NON-BLACK, NON-HISPANIC",MALE,,10,1962,21.756,4,116241.7,11,3
1581,"NON-BLACK, NON-HISPANIC",FEMALE,,3,1962,7.984,4,25427.87,12,3
1582,"NON-BLACK, NON-HISPANIC",MALE,,2,1958,48.45,4,,12,3
1583,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1957,39.966,4,,12,3
1584,"NON-BLACK, NON-HISPANIC",FEMALE,24627.86,10,1963,88.62601,4,18707.65,14,1
1585,"NON-BLACK, NON-HISPANIC",MALE,93885.66,7,1962,54.802,4,108976.6,12,1
1586,"NON-BLACK, NON-HISPANIC",FEMALE,68481.3,12,1963,69.894,4,108976.6,12,1
1587,"NON-BLACK, NON-HISPANIC",FEMALE,34019.74,6,1960,92.892,4,,16,1
1588,"NON-BLACK, NON-HISPANIC",MALE,43076.95,5,1961,,4,54488.29,16,1
1589,"NON-BLACK, NON-HISPANIC",FEMALE,71794.91,10,1961,64.806,4,,16,3
1590,"NON-BLACK, NON-HISPANIC",MALE,20986.21,7,1961,22.782,4,50855.74,12,3
1591,"NON-BLACK, NON-HISPANIC",MALE,0,9,1963,33.418,4,50855.74,12,3
1592,"NON-BLACK, NON-HISPANIC",FEMALE,17672.59,8,1964,27.228,4,50855.74,10,3
1593,"NON-BLACK, NON-HISPANIC",FEMALE,25404.35,3,1959,14.232,4,,12,2
1594,"NON-BLACK, NON-HISPANIC",MALE,,8,1957,41.694,4,,12,7
1595,"NON-BLACK, NON-HISPANIC",MALE,0,8,1962,44.794,4,87181.27,10,6
1596,"NON-BLACK, NON-HISPANIC",FEMALE,0,1,1960,0.637,4,,11,7
1597,"NON-BLACK, NON-HISPANIC",MALE,,7,1962,67.922,4,54488.29,12,1
1598,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,4,1964,70.988,4,54488.29,12,1
1599,"NON-BLACK, NON-HISPANIC",FEMALE,5522.686,5,1957,43.417,4,,12,1
1600,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,3,1957,60.94,2,,16,6
1601,"NON-BLACK, NON-HISPANIC",MALE,344973.4,3,1962,53.921,4,54488.29,15,2
1602,"NON-BLACK, NON-HISPANIC",MALE,54122.32,3,1964,54.571,4,54488.29,12,2
1603,"NON-BLACK, NON-HISPANIC",MALE,22543.6,9,1958,45.157,4,59533.91,17,5
1604,"NON-BLACK, NON-HISPANIC",MALE,,7,1958,,4,,,1
1605,"NON-BLACK, NON-HISPANIC",FEMALE,49704.17,2,1959,40.773,4,,12,5
1606,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1958,52.053,4,,12,1
1607,"NON-BLACK, NON-HISPANIC",FEMALE,26398.44,8,1957,48.83,4,,12,2
1608,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1958,58.11,2,,12,2
1609,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1957,43.768,4,,12,4
1610,"NON-BLACK, NON-HISPANIC",FEMALE,25404.35,11,1958,29.107,4,,12,3
1611,"NON-BLACK, NON-HISPANIC",MALE,,6,1964,80.297,4,72651.05,15,2
1612,"NON-BLACK, NON-HISPANIC",MALE,,8,1961,66.377,4,40684.59,12,3
1613,"NON-BLACK, NON-HISPANIC",MALE,,4,1964,61.013,0,40684.59,14,3
1614,"NON-BLACK, NON-HISPANIC",MALE,,1,1957,,4,29060.42,,3
1615,"NON-BLACK, NON-HISPANIC",FEMALE,,10,1958,,4,36325.53,,3
1616,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1957,83.875,4,,14,4
1617,"NON-BLACK, NON-HISPANIC",FEMALE,27613.43,10,1959,21.965,4,72651.05,12,1
1618,"NON-BLACK, NON-HISPANIC",MALE,55226.86,10,1961,68.017,4,69018.5,12,5
1619,"NON-BLACK, NON-HISPANIC",MALE,,10,1960,58.937,4,172546.3,18,4
1620,"NON-BLACK, NON-HISPANIC",MALE,,6,1957,61.849,4,,,4
1621,"NON-BLACK, NON-HISPANIC",FEMALE,42524.68,1,1963,87.899,4,181627.6,16,1
1622,"NON-BLACK, NON-HISPANIC",MALE,0,9,1958,55.357,4,52308.76,16,2
1623,"NON-BLACK, NON-HISPANIC",FEMALE,3976.333,7,1959,99.819,4,179084.8,17,1
1624,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,2,1962,99.486,4,,20,4
1625,"NON-BLACK, NON-HISPANIC",FEMALE,,5,1963,92.67,4,,19,4
1626,"NON-BLACK, NON-HISPANIC",MALE,77317.59,3,1963,96.046,4,83548.71,16,3
1627,"NON-BLACK, NON-HISPANIC",MALE,44181.48,3,1964,36.485,4,83548.71,12,3
1628,"NON-BLACK, NON-HISPANIC",MALE,70303.79,4,1959,59.202,4,35599.02,14,3
1629,"NON-BLACK, NON-HISPANIC",FEMALE,71353.09,8,1961,65.439,4,61026.88,12,3
1630,"NON-BLACK, NON-HISPANIC",MALE,60749.54,10,1963,74.216,4,61026.88,15,3
1631,"NON-BLACK, NON-HISPANIC",MALE,160157.9,4,1962,96.226,4,83548.71,14,3
1632,"NON-BLACK, NON-HISPANIC",MALE,123708.2,6,1963,98.63,4,83548.71,18,3
1633,"NON-BLACK, NON-HISPANIC",FEMALE,344973.4,8,1964,86.213,4,83548.71,20,3
1634,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1960,97.825,4,69240.09,16,6
1635,"NON-BLACK, NON-HISPANIC",MALE,55605.71,10,1962,53.399,4,76131.04,12,6
1636,"NON-BLACK, NON-HISPANIC",MALE,41972.41,10,1962,49.697,4,76131.04,12,6
1637,"NON-BLACK, NON-HISPANIC",MALE,27613.43,7,1962,60.861,4,108976.6,12,1
1638,"NON-BLACK, NON-HISPANIC",FEMALE,20986.21,10,1959,75.843,4,,,4
1639,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1962,93.451,4,181627.6,16,4
1640,"NON-BLACK, NON-HISPANIC",FEMALE,58540.46,3,1957,51.871,4,,12,6
1641,HISPANIC,MALE,160157.9,3,1958,62.029,4,,12,4
1642,HISPANIC,FEMALE,20986.21,9,1964,1.532,4,21795.32,14,2
1643,HISPANIC,MALE,44181.48,6,1960,0.471,4,15983.23,12,6
1644,HISPANIC,MALE,,1,1961,43.409,4,36325.53,13,1
1645,HISPANIC,MALE,0,7,1958,16.378,4,43590.63,12,1
1646,HISPANIC,FEMALE,59645,8,1964,21.105,4,,14,1
1647,"NON-BLACK, NON-HISPANIC",FEMALE,14358.98,8,1960,42.266,4,22521.83,9,5
1648,"NON-BLACK, NON-HISPANIC",FEMALE,42414.22,10,1961,2.274,4,22521.83,9,6
1649,HISPANIC,FEMALE,0,6,1960,2.532,4,,11,3
1650,HISPANIC,FEMALE,23195.28,7,1962,13.431,4,,12,2
1651,HISPANIC,MALE,344973.4,3,1963,71.136,4,87181.27,12,3
1652,"NON-BLACK, NON-HISPANIC",FEMALE,,12,1961,94.422,4,,13,3
1653,"NON-BLACK, NON-HISPANIC",MALE,99408.34,4,1957,60.385,4,141669.6,16,3
1654,"NON-BLACK, NON-HISPANIC",MALE,,9,1958,47.119,4,,11,2
1655,"NON-BLACK, NON-HISPANIC",FEMALE,11045.37,5,1957,42.639,4,,14,4
1656,"NON-BLACK, NON-HISPANIC",FEMALE,56331.39,5,1958,51.885,4,215773.6,12,6
1657,"NON-BLACK, NON-HISPANIC",FEMALE,0,7,1960,91.394,4,206216.4,14,6
1658,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1962,95.76,4,217953.2,16,6
1659,"NON-BLACK, NON-HISPANIC",MALE,41972.41,11,1963,61.986,4,217953.2,14,6
1660,"NON-BLACK, NON-HISPANIC",MALE,,1,1957,20.299,4,,12,8
1661,"NON-BLACK, NON-HISPANIC",FEMALE,,11,1962,26.343,4,,12,7
1662,"NON-BLACK, NON-HISPANIC",FEMALE,0,6,1962,60.474,4,,12,7
1663,HISPANIC,MALE,0,1,1964,36.896,4,,12,7
1664,HISPANIC,MALE,,10,1960,19.718,4,,12,5
1665,HISPANIC,MALE,,1,1963,83.224,4,,,5
1666,HISPANIC,FEMALE,77317.59,1,1963,6.066,4,,15,5
1667,"NON-BLACK, NON-HISPANIC",MALE,,6,1964,65.989,4,29060.42,11,3
1668,HISPANIC,MALE,,12,1960,49.464,4,82735.02,20,2
1669,HISPANIC,MALE,,4,1963,84.474,4,87181.27,,2
1670,"NON-BLACK, NON-HISPANIC",MALE,165680.6,11,1963,96.168,4,163464.9,16,1
1671,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1959,73.417,4,99444.76,,3
1672,"NON-BLACK, NON-HISPANIC",MALE,0,1,1963,69.784,4,123506.8,12,3
1673,"NON-BLACK, NON-HISPANIC",MALE,4418.148,12,1957,29.823,4,82822.2,13,3
1674,"NON-BLACK, NON-HISPANIC",FEMALE,13254.45,9,1963,18.407,4,87181.27,12,4
1675,"NON-BLACK, NON-HISPANIC",FEMALE,144694.4,2,1960,81.37,4,,18,5
1676,"NON-BLACK, NON-HISPANIC",FEMALE,151321.6,8,1961,91.124,4,,18,5
1677,"NON-BLACK, NON-HISPANIC",MALE,44181.48,1,1963,70.9,4,,12,5
1678,"NON-BLACK, NON-HISPANIC",MALE,,3,1960,93.133,4,141669.6,,3
1679,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,63.569,4,163464.9,,3
1680,"NON-BLACK, NON-HISPANIC",FEMALE,24244.59,9,1961,36.938,4,,12,0
1681,"NON-BLACK, NON-HISPANIC",MALE,165680.6,10,1962,57.385,4,,16,2
1682,"NON-BLACK, NON-HISPANIC",MALE,0,9,1961,39.965,4,65385.95,12,1
1683,"NON-BLACK, NON-HISPANIC",FEMALE,41972.41,10,1957,,4,,12,3
1684,"NON-BLACK, NON-HISPANIC",MALE,,5,1960,9.501,4,25427.87,11,11
1685,BLACK,FEMALE,51913.24,9,1958,12.831,4,16390.08,13,6
1686,BLACK,MALE,0,12,1959,13.896,4,20821.79,7,6
1687,BLACK,MALE,0,9,1961,0.32,4,25544.11,10,5
1688,BLACK,FEMALE,,5,1960,4.37,4,,9,3
1689,HISPANIC,FEMALE,,9,1959,17.974,4,,12,1
1690,HISPANIC,FEMALE,,2,1959,10.018,4,,9,7
1691,HISPANIC,FEMALE,,8,1959,8.827001,4,,12,4
1692,HISPANIC,MALE,,11,1961,7.715,4,,12,4
1693,HISPANIC,MALE,,7,1963,12.322,4,,12,4
1694,HISPANIC,FEMALE,,9,1959,5.542,4,,,2
1695,HISPANIC,MALE,20676.93,5,1963,7.259,4,20923.5,11,1
1696,HISPANIC,MALE,53017.78,5,1962,17.369,4,,13,6
1697,HISPANIC,MALE,,4,1961,27.193,4,,,6
1698,HISPANIC,MALE,0,8,1964,12.721,4,,12,3
1699,HISPANIC,FEMALE,,6,1959,22.942,4,,15,3
1700,HISPANIC,MALE,82840.28,12,1957,52.362,4,,12,1
1701,HISPANIC,MALE,,1,1957,,4,,,1
1702,HISPANIC,MALE,,11,1961,34.645,4,,13,7
1703,HISPANIC,FEMALE,82840.28,9,1963,43.083,4,87181.27,17,3
1704,HISPANIC,FEMALE,27613.43,9,1963,,4,,12,3
1705,HISPANIC,FEMALE,,10,1964,3.733,4,,,4
1706,"NON-BLACK, NON-HISPANIC",MALE,93885.66,5,1960,21.872,4,76283.6,12,1
1707,"NON-BLACK, NON-HISPANIC",FEMALE,0,5,1960,72.599,4,,16,4
1708,"NON-BLACK, NON-HISPANIC",MALE,441.8148,12,1958,76.35001,4,,16,3
1709,"NON-BLACK, NON-HISPANIC",MALE,,3,1964,96.23,4,,,1
1710,"NON-BLACK, NON-HISPANIC",MALE,104931,3,1958,68.547,4,,16,3
1711,"NON-BLACK, NON-HISPANIC",FEMALE,0,11,1960,,4,72106.17,14,2
1712,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1957,95.513,4,65385.95,12,2
1713,BLACK,FEMALE,0,7,1958,73.632,4,,,3
1714,BLACK,FEMALE,1158.659,6,1957,3.804,4,,14,3
1715,BLACK,MALE,,8,1961,65.144,4,79916.16,,1
1716,BLACK,FEMALE,,3,1961,39.531,4,123506.8,,2
1717,BLACK,MALE,96094.73,12,1962,56.157,4,123506.8,13,2
1718,BLACK,MALE,132544.5,4,1960,,4,120237.5,13,2
1719,BLACK,FEMALE,,1,1957,48.05,4,199790.4,18,6
1720,BLACK,FEMALE,66272.23,11,1960,25.265,4,196157.8,13,6
1721,HISPANIC,MALE,110453.7,7,1958,7.672,4,105344,,10
1722,HISPANIC,FEMALE,,9,1960,31.652,4,32692.97,13,10
1723,HISPANIC,FEMALE,35345.19,4,1962,22.559,4,36325.53,16,10
1724,HISPANIC,MALE,,10,1963,28.446,4,134404.5,12,10
1725,"NON-BLACK, NON-HISPANIC",FEMALE,44181.48,2,1962,7.182,4,54488.29,11,4
1726,"NON-BLACK, NON-HISPANIC",FEMALE,,9,1962,29.948,4,43590.63,12,10
1727,"NON-BLACK, NON-HISPANIC",FEMALE,0,4,1964,36.181,4,43590.63,12,10
1728,HISPANIC,MALE,,11,1957,12.719,4,,12,11
1729,HISPANIC,FEMALE,,2,1959,30.508,4,,12,3
1730,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,10,1957,66.596,4,,16,4
1731,"NON-BLACK, NON-HISPANIC",MALE,,5,1963,77.552,4,54488.29,12,4
1732,"NON-BLACK, NON-HISPANIC",FEMALE,,4,1960,62.993,4,44407.96,14,4
1733,"NON-BLACK, NON-HISPANIC",FEMALE,140276.2,9,1961,84.465,4,50855.74,16,4
1734,"NON-BLACK, NON-HISPANIC",FEMALE,36449.72,9,1962,80.41299,4,,17,4
1735,"NON-BLACK, NON-HISPANIC",FEMALE,19218.95,6,1959,63.611,4,65385.95,17,4
1736,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1963,66.802,4,72651.05,17,4
1737,HISPANIC,FEMALE,44181.48,3,1962,92.639,4,36325.53,17,1
1738,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1958,35.19,4,,14,1
1739,"NON-BLACK, NON-HISPANIC",MALE,53017.78,3,1960,95.901,4,126848.7,14,3
1740,"NON-BLACK, NON-HISPANIC",FEMALE,11597.64,1,1958,49.857,4,119874.2,16,3
1741,"NON-BLACK, NON-HISPANIC",MALE,27613.43,4,1961,26.424,4,50855.74,10,3
1742,"NON-BLACK, NON-HISPANIC",MALE,160157.9,4,1960,90.258,4,51218.99,13,3
1743,"NON-BLACK, NON-HISPANIC",MALE,,7,1961,37.853,2,,13,3
1744,"NON-BLACK, NON-HISPANIC",MALE,77317.59,11,1960,67.544,4,101711.5,12,3
1745,"NON-BLACK, NON-HISPANIC",FEMALE,70690.38,1,1964,89.799,4,138037,17,2
1746,"NON-BLACK, NON-HISPANIC",MALE,156844.3,8,1957,96.851,4,,19,5
1747,"NON-BLACK, NON-HISPANIC",FEMALE,22164.75,5,1958,46.668,4,,13,1
1748,"NON-BLACK, NON-HISPANIC",MALE,,3,1962,96.189,4,127139.3,12,1
1749,BLACK,FEMALE,0,10,1957,18.993,4,,12,2
1750,HISPANIC,MALE,27613.43,5,1959,47.189,4,25427.87,12,3
1751,HISPANIC,FEMALE,44181.48,11,1960,4.888,4,24694.09,12,3
1752,HISPANIC,FEMALE,,10,1963,13.451,4,25427.87,12,3
1753,BLACK,MALE,,2,1958,8.127,4,5448.83,,9
1754,BLACK,FEMALE,0,10,1960,5.521,4,32692.97,12,9
1755,BLACK,MALE,0,3,1962,37.067,4,32692.97,12,9
1756,HISPANIC,MALE,,3,1963,90.905,4,34872.5,12,1
1757,BLACK,FEMALE,,8,1957,,4,,,2
1758,BLACK,FEMALE,37554.26,8,1963,5.654,4,90813.81,15,2
1759,BLACK,MALE,,9,1961,9.773,4,,13,1
1760,BLACK,FEMALE,,3,1960,0.756,4,,15,2
1761,"NON-BLACK, NON-HISPANIC",MALE,,8,1963,50.011,4,,,2
1762,"NON-BLACK, NON-HISPANIC",MALE,,3,1962,25.485,4,,14,2
1763,HISPANIC,MALE,75550.34,11,1961,69.733,4,63918.39,16,1
1764,"NON-BLACK, NON-HISPANIC",MALE,38658.8,10,1964,42.424,4,138037,11,2
1765,"NON-BLACK, NON-HISPANIC",MALE,0,11,1960,89.216,4,216863.4,16,2
1766,"NON-BLACK, NON-HISPANIC",FEMALE,0,12,1958,78.662,4,,16,2
1767,"NON-BLACK, NON-HISPANIC",MALE,,9,1962,78.71301,4,217953.2,,2
1768,"NON-BLACK, NON-HISPANIC",FEMALE,26508.89,6,1962,36.71,4,72651.05,12,1
1769,"NON-BLACK, NON-HISPANIC",FEMALE,33136.11,11,1963,27.375,4,72651.05,12,1
1770,"NON-BLACK, NON-HISPANIC",FEMALE,14358.98,7,1963,,4,69018.5,11,13
1771,"NON-BLACK, NON-HISPANIC",MALE,,4,1962,,4,69018.5,,13
1772,"NON-BLACK, NON-HISPANIC",MALE,0,9,1963,14.38,4,,12,2
1773,"NON-BLACK, NON-HISPANIC",MALE,,2,1957,96.768,4,29060.42,,3
1774,HISPANIC,FEMALE,55425.67,8,1957,28.644,4,42704.29,15,2
1775,HISPANIC,FEMALE,,8,1963,35.079,4,98078.92,13,1
1776,"NON-BLACK, NON-HISPANIC",FEMALE,59645,1,1961,50.946,4,42500.87,12,3
1777,"NON-BLACK, NON-HISPANIC",MALE,,11,1957,59.015,4,,,3
1778,"NON-BLACK, NON-HISPANIC",FEMALE,0,2,1960,46.099,4,,12,3
1779,HISPANIC,MALE,94990.19,2,1960,28.861,4,58120.84,11,0
1780,"NON-BLACK, NON-HISPANIC",MALE,44181.48,9,1962,73.734,4,58120.84,12,3
1781,"NON-BLACK, NON-HISPANIC",MALE,71794.91,7,1958,39.081,4,,15,0
1782,HISPANIC,MALE,17672.59,7,1961,70.068,4,,12,4
1783,"NON-BLACK, NON-HISPANIC",MALE,,9,1959,2.479,4,10897.66,12,5
1784,"NON-BLACK, NON-HISPANIC",MALE,3534.519,11,1963,81.51801,4,18162.76,15,1
1785,"NON-BLACK, NON-HISPANIC",FEMALE,40867.87,11,1961,9.875,4,21795.32,12,4
1786,"NON-BLACK, NON-HISPANIC",FEMALE,61854.08,8,1963,37.054,4,21795.32,12,4
1787,"NON-BLACK, NON-HISPANIC",FEMALE,0,9,1962,47.805,4,36325.53,17,3
1788,"NON-BLACK, NON-HISPANIC",MALE,77317.59,6,1964,77.653,4,65385.95,12,2
1789,"NON-BLACK, NON-HISPANIC",FEMALE,57435.93,8,1963,,4,59937.12,12,2
1790,"NON-BLACK, NON-HISPANIC",MALE,24299.82,4,1961,71.533,4,31966.46,12,1
1791,"NON-BLACK, NON-HISPANIC",MALE,,5,1961,62.787,4,98078.92,13,1
1792,"NON-BLACK, NON-HISPANIC",MALE,0,4,1963,87.518,4,87181.27,14,2
1793,"NON-BLACK, NON-HISPANIC",FEMALE,,7,1963,70.892,4,,14,2
1794,"NON-BLACK, NON-HISPANIC",FEMALE,46390.56,5,1962,,4,93283.95,12,2
1795,"NON-BLACK, NON-HISPANIC",FEMALE,134753.5,2,1957,40.415,4,,20,1
1796,"NON-BLACK, NON-HISPANIC",MALE,,7,1961,43.711,4,79916.16,12,3
